Mean R,Mean G,Mean B,Std R,Std G,Std B,Edge Intensity
56.83546440972222,40.134373914930556,32.151590711805554,56.06496209301879,43.71409834327397,33.68732052416114,2.455094401041667
55.944721137152776,39.56991427951389,31.708853081597223,55.516329366982475,43.19366211663658,33.25670675255476,2.571305338541667
55.384899088541665,39.201687282986114,31.488670789930556,55.05946998357516,42.657772413646526,32.75102299273606,2.42548828125
54.87787000868055,38.80410698784722,31.20761935763889,54.62233149463925,42.13425667264104,32.225221520093235,2.508772786458333
54.27190972222222,38.40078884548611,30.868245442708332,54.02471268548057,41.5618644588379,31.733835197247096,2.561897786458333
54.23519856770833,38.25304470486111,30.991561414930555,53.91762107929588,41.43382654111586,31.704269467045815,2.490234375
53.30534396701389,37.66130099826389,30.34283203125,53.103097810170546,40.87243708249244,31.201859044984978,2.5311848958333334
52.65832465277778,37.131626519097225,29.996705729166667,52.38617089628071,40.230691616633344,30.814513224376025,2.496044921875
52.568866102430555,37.10949110243055,29.986244574652776,52.18900358872278,40.19596388665357,30.844547486032198,2.479996744791667
52.542498914930555,37.148486328125,30.005666232638887,52.10258222907425,40.324026713736124,31.02131216078326,2.710205078125
52.81791775173611,37.34740342881945,30.22053927951389,52.229381609516736,40.57870888122904,31.336161922940057,2.5273111979166667
52.80724500868055,37.343860677083335,30.251612413194444,52.204417120723114,40.63182154084493,31.45212343173285,2.5602376302083334
52.36708333333333,37.00080186631944,29.967081163194443,51.776649910241446,40.24833052758565,31.158363583598188,2.620833333333333
52.04830946180556,36.748661024305555,29.86078559027778,51.42024768444773,39.882386242028936,30.91793623834509,2.5071126302083333
52.07581163194445,36.77356119791666,29.873497178819445,51.423632522161974,39.865362920628435,30.90906547305761,2.560791015625
52.20590169270833,36.86859049479167,29.904825303819443,51.40359562651099,39.86334300942399,30.920336585599006,2.7126953125
52.702198350694445,37.249765625,30.26665473090278,51.7072583231283,40.12134518387883,31.189940877766684,2.38232421875
53.35907118055555,37.739047309027775,30.673317057291666,52.190734494935995,40.53530403090457,31.55762875366653,2.675895182291667
53.76553927951389,38.06300998263889,30.86578884548611,52.497827387163845,40.8211542610882,31.76673444464413,2.7063313802083333
54.136728515625,38.38362738715278,31.155938585069446,52.77699245986145,41.01353013377725,31.886056269523284,2.537548828125
54.453471137152775,38.64189236111111,31.35842990451389,53.12849027361651,41.281847857053414,32.03773676198484,2.596484375
54.448499348958336,38.72520616319444,31.367268880208332,53.223222144820156,41.40743083282233,32.08896321116555,2.728743489583333
54.66493055555556,38.922360026041666,31.546702473958334,53.46430468619451,41.58240531622114,32.17831105157359,2.6529296875
54.800350477430555,39.03611870659722,31.59973090277778,53.632814339528565,41.678625116232055,32.19278650502182,2.711311848958333
54.68906901041667,38.985669487847225,31.497024739583335,53.576112981650525,41.633874983517195,32.082915984928114,2.691666666666667
54.743205295138885,39.01801866319445,31.565960286458335,53.661432000271844,41.63570465226179,32.064345137600846,2.50517578125
54.86134765625,39.088115234375,31.629256727430555,53.83005856179791,41.7280557326367,32.09162420859697,2.579329427083333
54.96451714409722,39.140360243055554,31.61611111111111,53.80752871251834,41.698892558127916,32.016125480449375,2.661507161458333
55.48678819444444,39.39865125868056,32.02217664930556,54.0760469453521,41.82951574290764,32.22332722812341,2.58486328125
55.33900499131944,39.37312934027778,31.774503038194446,53.93260578196094,41.76829849658663,32.01969062555749,2.6617838541666665
55.554102647569444,39.59275065104167,32.00614149305556,54.06550339248465,41.895661177858244,32.139769512626074,2.4941080729166667
55.78212673611111,39.75169162326389,32.12376519097222,54.28885859886734,42.10136435430906,32.2710532845206,2.572135416666667
55.823314887152776,39.76903537326389,32.072942708333336,54.34296369110677,42.15228479520771,32.260210695499794,2.6548665364583335
56.17796983506945,39.86031467013889,32.333743489583334,54.55659711108007,42.218384422280444,32.35778110578815,2.565771484375
56.04674262152778,39.828929036458334,32.06647352430556,54.46913919856976,42.19254157264099,32.204183137775615,2.69609375
56.23967556423611,39.932454427083336,32.178142361111114,54.60053216123334,42.292667415471385,32.278337526300945,2.4440266927083334
56.39341688368056,40.01096896701389,32.23763888888889,54.766801695856714,42.43117151958754,32.37059046659935,2.488020833333333
56.433515625,40.043453776041666,32.176487630208335,54.86731917165745,42.552774637635,32.438941125958934,2.60146484375
56.621502821180556,40.13534505208333,32.28798177083333,55.034023374750845,42.667839668335894,32.5408858489536,2.4418131510416665
56.66168185763889,40.177240668402774,32.33455837673611,55.103395950133496,42.7244501298413,32.58933809743357,2.533675130208333
56.53605577256945,40.094440104166665,32.198856336805555,55.05935126189076,42.707262541293495,32.5362995467054,2.553597005208333
56.63157986111111,40.14552951388889,32.317332899305555,55.16483331563221,42.775837145055355,32.63292782163205,2.535888671875
56.630061848958334,40.11842013888889,32.315570746527776,55.20984390737732,42.804049653861526,32.66142902442506,2.5239908854166666
56.49476779513889,40.02949327256945,32.17917100694444,55.16754763867882,42.79636477879936,32.60597133859749,2.5967610677083335
56.547855902777776,40.04416666666667,32.23749782986111,55.22495822151075,42.84842567384403,32.66819490060546,2.277457682291667
56.62948784722222,40.11485243055556,32.30384114583333,55.37934797871125,42.965178956374295,32.78705942337666,2.490234375
56.55583875868056,40.079046223958336,32.19230577256945,55.39486456781357,43.012852626481866,32.7727233250686,2.500748697916667
56.754008246527775,40.21706922743056,32.345295138888886,55.565561956862354,43.169027571842065,32.91731982470018,2.52841796875
56.87674587673611,40.291162109375,32.39778754340278,55.692613834467984,43.28657566039098,33.008976014003956,2.5228841145833334
56.85307183159722,40.30640407986111,32.30546875,55.73773197029206,43.369814558955994,33.01282767106097,2.6689778645833333
57.04055121527778,40.44383138020833,32.46608723958333,55.8681981720272,43.528006809044605,33.163370401417886,2.5356119791666667
57.10970377604167,40.48048502604167,32.49949652777778,55.932362772302845,43.61382974212119,33.23492697208104,2.431298828125
57.112284071180554,40.49557291666667,32.43779730902778,55.96593457644216,43.69076858421068,33.26795486549021,2.580712890625
57.29161783854167,40.64173394097222,32.592290581597226,56.08818299940648,43.81279836265559,33.391481414604876,2.56826171875
57.39965060763889,40.72881184895834,32.664482421875,56.19205450444076,43.90820858324498,33.45978512649192,2.4791666666666665
57.34,40.69016276041667,32.564775390625,56.19847027285045,43.9422855926829,33.438293946758215,2.586800130208333
57.434893663194444,40.758128255208334,32.659405381944445,56.234694286306535,43.98475952841397,33.490427997233645,2.403076171875
57.490908203125,40.805079210069444,32.68637044270833,56.309156237542126,44.046091650667435,33.54213145389898,2.503792317708333
57.46176106770833,40.80187934027778,32.636240234375,56.32209107576521,44.07957287854707,33.54209012109553,2.6390950520833334
57.578232421875,40.88474934895833,32.76332248263889,56.38137358782336,44.12601855989213,33.61376905821631,2.538102213541667
57.578754340277776,40.87519965277778,32.77359375,56.38975605291586,44.130225064953926,33.62843785635859,2.5477864583333334
57.42989366319444,40.79264214409722,32.63456814236111,56.33955804969316,44.115502778446874,33.56779567702688,2.6341145833333335
57.45703233506944,40.814404296875,32.6888671875,56.36553975367037,44.1381851190186,33.60654952815057,2.4324055989583333
57.44650282118056,40.785182291666665,32.69316623263889,56.403515231180826,44.12978242271818,33.62003978026438,2.558577473958333
57.34200846354167,40.740901692708334,32.58725802951389,56.393749361581904,44.15746445265684,33.596261937294976,2.658463541666667
57.39563585069445,40.749267578125,32.68477105034722,56.43500882776142,44.144194029322485,33.667580243938346,2.716845703125
57.393709852430554,40.72323025173611,32.72809136284722,56.451031912944075,44.136685985277694,33.70732173531948,2.709375
57.22722873263889,40.65177191840278,32.55047309027778,56.36675655666413,44.12319769291497,33.602713148397584,2.6526529947916666
57.29134223090278,40.66385525173611,32.65151041666667,56.39120262610234,44.104584861502765,33.655102217430034,2.600358072916667
57.281535373263885,40.623896484375,32.67038194444444,56.36863978710991,44.10031475667996,33.6799086664104,2.5594075520833335
57.125492621527776,40.560166015625,32.51435655381945,56.28993320420559,44.07478987720123,33.59499610182256,2.654036458333333
57.17854926215278,40.566127387152775,32.60857530381944,56.29432336018895,44.05399080576362,33.63094468096712,2.660400390625
57.135470920138886,40.50374565972222,32.624776475694446,56.25764799894631,44.00815907751807,33.63366407016121,2.62138671875
56.96382269965278,40.42263129340278,32.459981553819446,56.1838378721671,43.97571219680896,33.538812962078765,2.617789713541667
51.537197265625,36.86727756076389,29.78143337673611,50.894575097583605,40.20268112263546,30.844176529984722,1.98720703125
43.66583224826389,31.464337022569445,25.679360894097222,42.228150190453746,33.41740738268094,25.695574938523396,1.362158203125
36.467891710069445,26.427173394097224,21.675302734375,34.445105593639944,27.154772769002488,20.96152560875636,1.068310546875
30.0516015625,21.606910807291666,18.493383246527777,27.444691264307476,21.49308881843511,17.080542761501697,0.6684895833333333
22.56765625,16.695005425347222,14.231277126736112,20.018505639342006,15.859675462783652,12.82878324354592,0.47508138020833335
16.977293836805554,12.0775,10.741387803819444,14.560870082368114,11.363252129514567,9.469554773308957,0.08854166666666667
10.401707899305556,7.307174479166667,6.0554383680555555,9.108391594067152,7.311729494227214,5.999423759108664,0.0
3.316398654513889,1.9024077690972223,1.4864116753472223,4.196614945927466,3.2218019944692657,2.626835468053844,0.0
0.004602864583333333,0.0013031684027777779,0.00134765625,0.06834218254860902,0.03607589437373762,0.03668569302423963,0.0
0.0014865451388888888,0.0003841145833333333,0.0003841145833333333,0.03852707259174355,0.019595076915395988,0.019595076915395988,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1111111111111111,0.0001388888888888889,0.009444444444444445,0.3466328331088828,0.011784294580780518,0.09672252536769532,0.0
5.295628255208333,4.074046223958334,2.8763161892361113,4.5144553207017335,3.6533009847832907,2.8345016459070758,0.0
8.289267578125,6.896881510416667,5.525426432291667,5.988624691921219,5.198095379111693,4.440890745633459,0.0
11.550290798611112,9.186643880208333,7.634473741319445,7.839004562859571,6.597065730917817,5.4503271570408325,0.0
14.20961154513889,11.063565538194444,9.033534071180556,9.65682642004357,7.721764354890569,6.509941035121936,0.0
17.165029296875,13.03813693576389,11.496128472222223,11.562761893074807,8.91513303357977,8.024510127685842,0.0
19.226023220486113,15.492578125,12.587224392361112,13.08043665207115,10.713339217523576,8.770242976707767,0.0
21.608352864583335,17.708001302083332,14.657819010416667,14.733400503141844,12.242255709990921,10.124831630898624,0.0
24.96453884548611,19.689334852430555,16.19068901909722,17.321309998117915,13.634788420303883,11.125541863263612,0.0
27.740608723958335,22.067264539930555,18.293147786458334,19.11664430926124,15.468350065157587,12.863876951289217,0.0
30.60725368923611,24.047603081597224,19.77810763888889,21.295233528597723,16.909548565502984,13.847215670901896,0.0
33.92504123263889,26.836661241319444,21.464297960069445,23.922166626297518,19.098213219642176,14.99782881046917,0.2623046875
36.929402126736115,29.49338216145833,23.743215060763887,26.039861139324156,21.142910041069523,16.88080828781452,0.37547200520833335
40.359050564236114,31.75949978298611,25.46652560763889,28.765000970481896,22.840735221682536,18.053554749712312,0.37796223958333336
43.777514105902775,34.45257378472222,27.39284396701389,31.38132980055833,24.89591817230574,19.423802666672053,0.39401041666666664
46.916333550347225,37.16871636284722,29.5683984375,33.61769643497484,27.03446712265745,21.1648521418314,0.40673828125
50.608081597222224,39.6900390625,31.48598415798611,36.576995883107266,28.997352843977378,22.57975662017801,0.45432942708333335
54.29725368923611,42.38083767361111,33.51758680555555,39.46468993926931,31.07485882014078,24.10829347766793,0.4800618489583333
58.301227213541665,45.56257486979167,35.65727864583334,42.72544028601144,33.77549849160185,25.814097819650733,0.4908528645833333
62.46455403645833,48.473117404513886,37.83384006076389,45.95538982332905,36.08758379843431,27.557652446600315,0.500537109375
66.37186306423611,51.40267035590278,40.01948459201389,49.11171090249642,38.484112258160536,29.349859940934383,0.5605794270833333
70.40622829861111,54.33795681423611,42.20958116319444,52.432308069596836,40.904335758399725,31.12812204398619,0.6137044270833333
74.20347113715277,57.66911892361111,44.60445529513889,55.15475887495628,43.542312708707406,32.94450932997616,0.6352864583333333
78.28102213541666,60.897822265625,46.90119249131944,58.39686586814697,46.19805652489169,34.81481626738146,0.8198404947916667
79.91587131076389,62.21129557291667,47.890621744791666,59.80383385789302,47.561334651616306,35.72888416044978,0.8729654947916666
79.85637478298611,62.231878255208336,47.761241319444444,59.85790723228566,47.60899383856228,35.75526724531322,0.8569173177083333
79.873115234375,62.23693684895834,47.75308268229167,59.86838675007526,47.61507999948139,35.75662906480558,0.857470703125
79.78155490451388,62.13433919270833,47.690478515625,59.827505844281,47.58075683596315,35.72425425484118,0.8729654947916666
79.59674587673611,61.96184461805556,47.608120659722225,59.79497873031148,47.563035845205135,35.72598307039946,0.9330078125
79.44453125,61.838642578125,47.498074001736114,59.797477890154845,47.569555935888395,35.72636086798842,0.9075520833333334
79.37693250868055,61.765056423611114,47.48837890625,59.82906548331591,47.5970302714105,35.75482038104071,0.9449055989583334
79.34867404513889,61.75649197048611,47.451725260416666,59.82269563444363,47.597837695348495,35.745208198250964,0.9462890625
79.14907335069445,61.57209852430555,47.31999782986111,59.769014758752796,47.54077128309364,35.69969817681939,0.933837890625
78.86659288194444,61.34778862847222,47.19560872395834,59.73123777296353,47.50230497531443,35.682233357438314,0.9277506510416667
78.64454969618056,61.14798068576389,47.02422092013889,59.72300094562219,47.493011245125956,35.66731586700156,0.9202799479166667
78.45510850694444,60.98583116319445,46.90708767361111,59.73748692890372,47.50355890562732,35.66926045769838,0.9808756510416666
78.46799913194444,60.94280924479167,46.976323784722226,59.74950471799813,47.489810432126475,35.70239216942185,0.9667643229166667
78.15682291666667,60.7475390625,46.7305078125,59.66142295656752,47.441204844670565,35.618744849278514,0.9714680989583333
77.90184895833333,60.51419704861111,46.58106662326389,59.612756208137036,47.38413889902707,35.57225269990207,0.9236002604166667
77.48960394965277,60.20698350694445,46.39181532118056,59.55772035099683,47.3165677909409,35.525781144605055,0.9291341145833333
77.20787977430555,59.96913302951389,46.2057421875,59.53521685875794,47.28924932927722,35.50179427455718,0.9299641927083333
77.22739691840277,59.94970703125,46.272649739583336,59.554094221098936,47.29209387335606,35.524241378136736,0.9291341145833333
77.01833550347222,59.80521592881944,46.10402126736111,59.54026811032173,47.29677781574994,35.50162310294346,0.9374348958333333
76.66939670138889,59.51795681423611,45.90397026909722,59.42029239677351,47.184159245755744,35.40520773992247,0.9432454427083333
76.28891818576389,59.251302083333336,45.76073350694445,59.35534334346568,47.10650064273418,35.371063008317414,0.9841959635416667
75.943203125,58.96487630208333,45.529536675347224,59.296254096005235,47.051658213290445,35.32426567731769,0.9825358072916667
75.91072916666667,58.93355034722222,45.50470703125,59.279661483011445,47.03066634726189,35.30387314081583,0.9897298177083333
75.67416666666666,58.735651041666664,45.40119900173611,59.253277223398996,46.999229135460254,35.28807269799431,0.9698079427083334
75.51024088541666,58.58515842013889,45.28265190972222,59.2406792378939,46.984885006170174,35.27537637239396,0.9750651041666667
75.31449327256945,58.400319010416666,45.172404513888885,59.1747105850725,46.911880939102936,35.21691810076339,1.0619466145833334
74.97431098090277,58.15004123263889,45.003203125,59.10584049516257,46.832360636990636,35.16346207721331,1.0489420572916666
74.68786458333334,57.91471028645833,44.8080078125,59.06498273235261,46.789596794923646,35.11889164604811,1.1242024739583334
74.76625868055555,57.93540798611111,44.923023003472224,59.10080524458189,46.81030316475797,35.167061780380344,1.0857421875
74.55363172743056,57.80845703125,44.74724609375,59.06327357621668,46.79945479229288,35.12893012576503,1.1416341145833333
74.32266493055556,57.61862413194444,44.61906467013889,58.98244121900127,46.71874739329809,35.068769385166824,1.07412109375
73.95181640625,57.324368489583335,44.469560546875,58.89273952035648,46.628947180828064,35.028406969198436,1.1881184895833334
73.67447265625,57.11840711805556,44.27689561631944,58.82750847080618,46.57544545215153,34.9693919803294,1.1933756510416667
73.68109809027777,57.11908637152778,44.274204644097225,58.832616433766006,46.57418431250025,34.97082960325248,1.1914388020833333
73.51111979166667,56.97506944444444,44.1935546875,58.74981161375926,46.522651726680095,34.92908241432779,1.1200520833333334
73.2197439236111,56.74523220486111,44.114814453125,58.67105669052132,46.4589722263031,34.93439710140207,1.1933756510416667
72.913935546875,56.517833116319444,43.90888780381945,58.60988589522051,46.40719659671144,34.88924064584579,1.1953125
72.78742621527778,56.39891167534722,43.89227322048611,58.60314303512334,46.393645294133016,34.910206706831936,1.2155110677083334
72.7476486545139,56.38555772569445,43.84843532986111,58.57523057690702,46.38187310752545,34.88042450759597,1.2174479166666667
72.53778537326389,56.20529730902778,43.72155164930555,58.50292985688761,46.332325019810426,34.836164706628665,1.1919921875
72.25365885416667,55.9275,43.634112413194444,58.4200317184795,46.26025894860875,34.821446990944324,1.2257486979166667
71.938515625,55.729443359375,43.404286024305556,58.34410826851161,46.197859557555496,34.76332470639053,1.24013671875
71.82302083333333,55.62461697048611,43.383486328125,58.34578553819234,46.20105541902872,34.79113979262838,1.260888671875
71.79679144965277,55.62299479166666,43.35205078125,58.33721074093466,46.207014139661624,34.77928708029239,1.2589518229166667
71.56294596354167,55.46953667534722,43.23721354166667,58.26079936536204,46.19404841866682,34.761224258390435,1.2290690104166666
71.27054470486111,55.28084418402778,43.165004340277775,58.15718456317129,46.12284277543772,34.745508273524486,1.2298990885416667
71.00195855034723,55.082798394097225,42.98190212673611,58.08410030098801,46.0670666515255,34.696515331636235,1.24345703125
70.87934353298611,54.96580512152778,42.915049913194444,58.01313717237692,46.017757442017654,34.67337408275863,1.201953125
70.85526150173611,54.960850694444446,42.88983289930555,57.99358602604945,46.01410986589449,34.65529959892089,1.2033365885416667
70.59230577256945,54.741520182291666,42.73833767361111,57.828083444574006,45.88554917711436,34.55201158559499,1.12392578125
70.2998046875,54.52521050347222,42.64985134548611,57.69265214485283,45.779593071309044,34.52088015291126,1.1881184895833334
70.04187934027777,54.31420030381945,42.486982421875,57.57342839109821,45.6854282209369,34.453081992121795,1.2199381510416667
69.93662977430556,54.213765190972225,42.43704969618056,57.50222686880718,45.62657206873176,34.42320527732385,1.22353515625
69.91529839409722,54.21017578125,42.41037543402778,57.49779401264819,45.63603706617356,34.41675515130044,1.20029296875
69.93233072916667,54.101101345486114,42.58628255208333,57.42845894691929,45.55903008526458,34.46578216083583,1.212744140625
69.54453993055556,53.926419270833335,42.258828125,57.22418343538022,45.45409178502286,34.33497196258017,1.25341796875
69.58178602430556,53.85698567708334,42.44437391493056,57.13680472939028,45.40088939468745,34.36934392126915,1.1499348958333333
69.18462890625,53.70644205729167,42.089610460069444,56.94657563758596,45.32214208894258,34.24469489095394,1.2794270833333334
69.19007921006944,53.711932508680555,42.091005859375,56.94975624950796,45.335245200979585,34.25712276786656,1.2838541666666667
69.03158854166666,53.58292534722222,42.012111545138886,56.801651635058406,45.22390554233061,34.17423212119021,1.2528645833333334
68.88788736979167,53.48163736979166,41.97769205729167,56.67108704010467,45.14908782658341,34.155304233122095,1.2047200520833334
68.78011067708333,53.39141384548611,41.89432725694444,56.57035384598521,45.07602718078836,34.10659984102559,1.2373697916666666
68.82987521701389,53.39621636284722,41.94636610243055,56.50750996424217,45.03326619807603,34.10543709971978,1.2431803385416667
68.79710611979166,53.39245551215278,41.91144422743056,56.492378212478556,45.03508102754058,34.090619632028435,1.24345703125
68.872060546875,53.32972764756944,42.115199652777775,56.475640449460705,44.99552360478526,34.177455287913446,1.1399739583333333
68.52854058159723,53.19358181423611,41.789325086805555,56.3372701228369,44.955815487927424,34.08257782654757,1.2636555989583333
68.52631727430555,53.096843532986114,41.984989149305555,56.35275061472605,44.95311612471689,34.17577721420895,1.2063802083333333
68.125576171875,52.96759548611111,41.653340928819446,56.239382619951876,44.95036445970276,34.09234281408018,1.2578450520833333
68.16623046875,53.00866861979166,41.685504557291665,56.27016131578849,44.985208262284914,34.122225860704,1.242626953125
68.06781141493056,52.97961480034722,41.71713107638889,56.36672914419546,45.09383181273528,34.20680303138823,1.1709635416666666
68.00937174479166,52.94631184895833,41.671283637152776,56.45766912355731,45.17256054642132,34.26741934656583,1.297412109375
68.13488064236111,52.92314236111111,41.956133897569444,56.69182508216181,45.31902017283343,34.469780186641096,1.2813639322916666
67.79440104166666,52.85231011284722,41.64495334201389,56.741065007789736,45.41785805460441,34.463444234758086,1.3502604166666667
67.822001953125,52.879054904513886,41.66832139756944,56.77536631040113,45.4554724800812,34.4976381654787,1.3483235677083334
67.78447591145833,52.89106987847222,41.73831922743056,56.9965204007081,45.64369050324768,34.663971668195096,1.35634765625
67.6849685329861,52.826587456597224,41.68004448784722,57.14206950944434,45.76321121120989,34.75733906255867,1.4288411458333334
67.692783203125,52.860196397569446,41.76592122395834,57.3042640732718,45.91168433580155,34.893786070021825,1.420263671875
67.69908637152778,52.95633029513889,41.83346462673611,57.52535527570782,46.128906443004624,35.03959877524592,1.5525227864583333
67.61561089409722,52.92674913194445,41.78965169270833,57.6576493922764,46.24730032688037,35.13950810474785,1.6192057291666666
67.62615125868055,52.936544053819446,41.79638888888889,57.663896620605634,46.25223732430126,35.147718112645165,1.6192057291666666
67.56538519965278,52.91001302083333,41.80262478298611,57.779843310109314,46.33412941466382,35.22825041093736,1.5669108072916667
67.56032118055556,52.90833116319445,41.78231011284722,57.88776499549495,46.4165397266881,35.30546149436952,1.735693359375
67.71578559027778,52.95148328993056,42.05782552083333,58.10057027628699,46.54573840364584,35.48755360533907,1.8032063802083333
67.44607204861111,52.87260416666667,41.765972222222224,58.08060218002924,46.56179793834359,35.41771859482221,1.926611328125
67.44242078993055,52.87052083333333,41.76731662326389,58.08108651957194,46.56174786751302,35.41510009003795,1.9246744791666666
67.40802300347222,52.85321940104166,41.856540798611114,58.15523249999827,46.62543948936058,35.48579125882052,1.8621419270833333
67.34784071180556,52.83086697048611,41.812405598958335,58.23951136766235,46.69519953769601,35.54937331524503,2.0422688802083333
67.44550021701389,52.830531684027775,42.06428602430555,58.41395400427987,46.795620799141496,35.73666149694782,1.9351888020833334
67.08282552083334,52.68926540798611,41.757607421875,58.345065986642155,46.80314586540284,35.6519921373346,2.151839192708333
67.07910915798611,52.69072482638889,41.76257052951389,58.35230938922889,46.81107594915928,35.66108552321668,2.1637369791666665
67.11379774305556,52.74402777777778,41.86370334201389,58.45673433221413,46.90432526140275,35.75005804202896,2.094840494791667
67.02148546006944,52.700121527777775,41.78878580729167,58.49024965823756,46.92808282761349,35.77100073216972,2.2273763020833335
67.13200629340278,52.799763454861115,41.949359809027776,58.60883286881641,47.008661181360296,35.86296014545517,2.2074544270833334
67.02519205729166,52.73539496527778,41.88058376736111,58.62716140116504,47.031607365329016,35.88540762219554,2.2398274739583335
67.02233289930555,52.73465603298611,41.88050238715278,58.629354222888026,47.03472529510109,35.889413765867126,2.235123697916667
67.27833550347222,52.88659396701389,42.19846462673611,58.82839678319532,47.179470646654885,36.10822206898537,2.3322428385416667
67.02400390625,52.785381944444445,41.94770616319445,58.738901406153104,47.146682864608344,36.005523329654174,2.304573567708333
67.15657335069444,52.89939453125,42.09951605902778,58.820342998257715,47.231821165646764,36.08575721670209,2.291015625
67.03850911458333,52.82279405381944,42.02195529513889,58.8191976067269,47.217298572370694,36.0947801944452,2.3601888020833335
67.028818359375,52.814066840277775,42.01448025173611,58.81230256653851,47.21143374401366,36.09108792133307,2.3629557291666665
67.30292534722223,52.969967447916666,42.345088975694445,58.98836308727461,47.328755312038304,36.28356614622977,2.331412760416667
67.03795030381944,52.860393880208335,42.07900933159722,58.905569382452676,47.314598390578965,36.184401942563795,2.3269856770833335
67.096630859375,52.90015516493055,42.146954210069445,58.91998362189866,47.34008417199785,36.216028031238885,2.3867513020833333
66.93687174479167,52.78969509548611,42.055506727430554,58.88920155819414,47.313597594061825,36.2051742956826,2.437109375
66.94768663194445,52.80195638020833,42.06615451388889,58.89931127964173,47.32513507648259,36.21509632329329,2.4398763020833334
66.87047960069444,52.746487630208335,42.048694661458335,58.85784383505443,47.296547232570575,36.19405845334401,2.29931640625
66.80352756076388,52.68396158854166,42.04273980034722,58.8547165713856,47.305528293162325,36.24703387541554,2.3673828125
66.60985785590277,52.55228190104167,41.89847764756944,58.813199896371835,47.27997511603843,36.2131333464414,2.408056640625
66.45565538194444,52.44034396701389,41.85438585069444,58.7892131039832,47.27386318427922,36.23487341352365,2.4443033854166667
66.45998372395833,52.460149739583336,41.855322265625,58.799219928128984,47.29833275421487,36.239263472184156,2.443473307291667
66.46721571180555,52.346050347222224,42.01961371527778,58.81485087514464,47.26497915781271,36.3287785853485,2.40888671875
65.95015950520833,52.04575520833333,41.57433268229167,58.646336343940334,47.191060279926475,36.18153852861486,2.5190104166666667
65.82214735243056,51.828984375,41.63403537326389,58.606852455214096,47.11349018752784,36.23847648207077,2.491064453125
65.24546983506944,51.487674696180555,41.171847873263886,58.394142631301264,47.00516450830924,36.067314371942786,2.585693359375
65.31172960069445,51.50141818576389,41.27748046875,58.456007478695675,47.03071103139233,36.145193513558716,2.58154296875
64.97952799479167,51.24430881076389,41.04170247395833,58.2944631353702,46.927191796688255,36.05544068215504,2.6277506510416666
64.6758203125,50.99453016493055,40.87446506076389,58.119215183635184,46.80982500777596,35.971776279210715,2.501025390625
